pbft,11,add+delete,21,0,1723303520170634907,None,None,None
pbft,11,add+delete,21,0,1723304459483179566,None,None,None
pbft,11,add+delete,21,1,1723305420156224908,None,None,None
pbft,11,add+delete,21,1,1723306425473875278,None,None,None
pbft,11,add+delete,21,2,1723307444419491037,None,None,None
pbft,11,add+delete,21,2,1723308445866561822,None,None,None
pbft,11,add+delete,21,3,1723309445965947767,None,None,None
pbft,11,add+delete,21,3,1723310405497621151,None,None,None
pbft,11,add+delete,21,4,1723311407954231362,None,None,None
pbft,11,add+delete,21,4,1723312366487081309,None,None,None
pbft,11,add+delete,21,5,1723313222300818848,None,None,None
pbft,11,add+delete,21,5,1723314142639305465,None,None,None
pbft,11,add+delete,21,6,1723315133766547087,None,None,None
pbft,11,add+delete,21,6,1723316080532842222,None,None,None
pbft,11,add+delete,19,0,1723317088586664118,None,None,None
pbft,11,add+delete,19,0,1723317972663311657,None,None,None
pbft,11,add+delete,19,1,1723318860920888883,None,None,None
pbft,11,add+delete,19,1,1723319801641843995,None,None,None
pbft,11,add+delete,19,2,1723320794601740720,None,None,None
pbft,11,add+delete,19,2,1723321749768695802,None,None,None
pbft,11,add+delete,19,3,1723322776831540870,None,None,None
pbft,11,add+delete,19,3,1723323775914789236,None,None,None
pbft,11,add+delete,19,4,1723324771630208985,None,None,None
pbft,11,add+delete,19,4,1723325710578232764,None,None,None
pbft,11,add+delete,19,5,1723326817234883671,None,None,None
pbft,11,add+delete,19,5,1723327713756652648,None,None,None
pbft,11,add+delete,19,6,1723328708370051859,None,None,None
pbft,11,add+delete,19,6,1723329661712094037,None,None,None
pbft,11,add+delete,17,0,1723330677701512290,None,None,None
pbft,11,add+delete,17,0,1723331635637405135,None,None,None
pbft,11,add+delete,17,1,1723332685378576915,None,None,None
pbft,11,add+delete,17,1,1723333571678259931,None,None,None
pbft,11,add+delete,17,2,1723334414284295535,None,None,None
pbft,11,add+delete,17,2,1723335385845908163,None,None,None
pbft,11,add+delete,17,3,1723336436743558590,None,None,None
pbft,11,add+delete,17,3,1723337375682791726,None,None,None
pbft,11,add+delete,17,4,1723338373899036585,None,None,None
pbft,11,add+delete,17,4,1723338934832632804,None,None,None
pbft,11,add+delete,17,5,1723339385151317917,None,None,None
pbft,11,add+delete,17,5,1723340205833936244,None,None,None
pbft,11,add+delete,17,6,1723340960257719694,None,None,None
pbft,11,add+delete,17,6,1723341855459049790,None,None,None
pbft,11,add+delete,15,0,1723342744310315539,None,None,None
pbft,11,add+delete,15,0,1723343661405101974,None,None,None
pbft,11,add+delete,15,1,1723344567226862971,None,None,None
pbft,11,add+delete,15,1,1723345504663900417,None,None,None
pbft,11,add+delete,15,2,1723346520544916537,None,None,None
pbft,11,add+delete,15,2,1723347388863804360,None,None,None
pbft,11,add+delete,15,3,1723348302139185362,None,None,None
pbft,11,add+delete,15,3,1723349258489419747,None,None,None
pbft,11,add+delete,15,4,1723350200374321080,None,None,None
pbft,11,add+delete,15,4,1723351125716126703,None,None,None
pbft,11,add+delete,15,5,1723352097591616198,None,None,None
pbft,11,add+delete,15,5,1723353031431308302,None,None,None
pbft,11,add+delete,15,6,1723353920089900207,None,None,None
pbft,11,add+delete,15,6,1723354869516525693,None,None,None
pbft,11,add+delete,13,0,1723355888906172520,None,None,None
pbft,11,add+delete,13,0,1723356804725516226,None,None,None
pbft,11,add+delete,13,1,1723357269756074425,None,None,None
pbft,11,add+delete,13,1,1723357792832764631,None,None,None
pbft,11,add+delete,13,2,1723358230196064014,None,None,None
pbft,11,add+delete,13,2,1723359108537093138,None,None,None
pbft,11,add+delete,13,3,1723360100591460161,None,None,None
pbft,11,add+delete,13,3,1723361059665226857,None,None,None
pbft,11,add+delete,13,4,1723362074514368722,None,None,None
pbft,11,add+delete,13,4,1723363048724332010,None,None,None
pbft,11,add+delete,13,5,1723364073967655407,None,None,None
pbft,11,add+delete,13,5,1723365001415879228,None,None,None
pbft,11,add+delete,13,6,1723365901751680125,None,None,None
pbft,11,add+delete,13,6,1723366843453979264,None,None,None
pbft,11,add+delete,11,0,1723367907155733232,None,None,None
pbft,11,add+delete,11,0,1723368855425566674,None,None,None
pbft,11,add+delete,11,1,1723369640902055862,None,None,None
pbft,11,add+delete,11,1,1723370500558358152,None,None,None
pbft,11,add+delete,11,2,1723371430220278871,None,None,None
pbft,11,add+delete,11,2,1723372393599086949,None,None,None
pbft,11,add+delete,11,3,1723373272942889704,None,None,None
pbft,11,add+delete,11,3,1723374189552294916,None,None,None
pbft,11,add+delete,11,4,1723375246709275518,None,None,None
pbft,11,add+delete,11,4,1723376249796808746,None,None,None
pbft,11,add+delete,11,5,1723377363592371834,None,None,None
pbft,11,add+delete,11,5,1723378307484399548,None,None,None
pbft,11,add+delete,11,6,1723379410876152426,None,None,None
pbft,11,add+delete,11,6,1723380371685018524,None,None,None
pbft,11,add+delete,9,0,1723381279912088726,None,None,None
pbft,11,add+delete,9,0,1723382216647627944,None,None,None
pbft,11,add+delete,9,1,1723383274575815645,None,None,None
pbft,11,add+delete,9,1,1723384168599377145,None,None,None
pbft,11,add+delete,9,2,1723385126311499958,None,None,None
pbft,11,add+delete,9,2,1723386052611287169,None,None,None
pbft,11,add+delete,9,3,1723386914313095854,None,None,None
pbft,11,add+delete,9,3,1723387883849485180,None,None,None
pbft,11,add+delete,9,4,1723388342425069964,None,None,None
pbft,11,add+delete,9,4,1723389264479966618,None,None,None
pbft,11,add+delete,9,5,1723390275582032295,None,None,None
pbft,11,add+delete,9,5,1723391182627924248,None,None,None
pbft,11,add+delete,9,6,1723391877384391202,None,None,None
