pbft,9,add+delete,21,0,1723121030556544306,None,None,None
pbft,9,add+delete,21,0,1723121802582563388,None,None,None
pbft,9,add+delete,21,1,1723122711577838759,None,None,None
pbft,9,add+delete,21,1,1723123431411545512,None,None,None
pbft,9,add+delete,21,2,1723124291236806475,None,None,None
pbft,9,add+delete,21,2,1723125105604456261,None,None,None
pbft,9,add+delete,21,3,1723126012576678143,None,None,None
pbft,9,add+delete,21,3,1723126828765019512,None,None,None
pbft,9,add+delete,21,4,1723127725197592319,None,None,None
pbft,9,add+delete,21,4,1723128552603942361,None,None,None
pbft,9,add+delete,21,5,1723129457041089119,None,None,None
pbft,9,add+delete,21,5,1723130270758652677,None,None,None
pbft,9,add+delete,21,6,1723130956686986778,None,None,None
pbft,9,add+delete,21,6,1723131744472702543,None,None,None
pbft,9,add+delete,19,0,1723132617645981978,None,None,None
pbft,9,add+delete,19,0,1723133398404834781,None,None,None
pbft,9,add+delete,19,1,1723134300582896489,None,None,None
pbft,9,add+delete,19,1,1723135054568328934,None,None,None
pbft,9,add+delete,19,2,1723135901222822137,None,None,None
pbft,9,add+delete,19,2,1723136681720061634,None,None,None
pbft,9,add+delete,19,3,1723137539761870246,None,None,None
pbft,9,add+delete,19,3,1723138289550585810,None,None,None
pbft,9,add+delete,19,4,1723139140426994100,None,None,None
pbft,9,add+delete,19,4,1723139887573153513,None,None,None
pbft,9,add+delete,19,5,1723140817663435801,None,None,None
pbft,9,add+delete,19,5,1723141556522275227,None,None,None
pbft,9,add+delete,19,6,1723142410794486883,None,None,None
pbft,9,add+delete,19,6,1723143148444480814,None,None,None
pbft,9,add+delete,17,0,1723144023024235292,None,None,None
pbft,9,add+delete,17,0,1723144792707340054,None,None,None
pbft,9,add+delete,17,1,1723145761462528652,None,None,None
pbft,9,add+delete,17,1,1723146495699171254,None,None,None
pbft,9,add+delete,17,2,1723147365971215905,None,None,None
pbft,9,add+delete,17,2,1723147841694128375,None,None,None
pbft,9,add+delete,17,3,1723148263823860037,None,None,None
pbft,9,add+delete,17,3,1723149001510794181,None,None,None
pbft,9,add+delete,17,4,1723149880765924051,None,None,None
pbft,9,add+delete,17,4,1723150727835956546,None,None,None
pbft,9,add+delete,17,5,1723151596916657230,None,None,None
pbft,9,add+delete,17,5,1723152411644630506,None,None,None
pbft,9,add+delete,17,6,1723153285128561276,None,None,None
pbft,9,add+delete,17,6,1723154027492382298,None,None,None
pbft,9,add+delete,15,0,1723154944519264946,None,None,None
pbft,9,add+delete,15,0,1723155730850397035,None,None,None
pbft,9,add+delete,15,1,1723156521588252655,None,None,None
pbft,9,add+delete,15,1,1723157285675315490,None,None,None
pbft,9,add+delete,15,2,1723158206833441463,None,None,None
pbft,9,add+delete,15,2,1723159009563158531,None,None,None
pbft,9,add+delete,15,3,1723159883567755529,None,None,None
pbft,9,add+delete,15,3,1723160642732447535,None,None,None
pbft,9,add+delete,15,4,1723161583999358342,None,None,None
pbft,9,add+delete,15,4,1723162396733595164,None,None,None
